Time	[IRS1]	[IRS1a]	[IRS1pS636_639]	[Akt]	[AktpT308]	[TSC2]	[TSC2pT1462]	[PRAS40]	[PRAS40pT246]	[S6K]	[S6KpT389]	[FourEBP1]	[FourEBP1pT37_46]	[PI3K]	[pPI3K]	[pmTORC1]	[mTORC1cyt]	[mTORC1lys]	Values[Insulin]	Values[AA]	Values[_kIRS1Act]	Values[_kIRS1Inact]	Values[kIRS1Phos]	Values[_kPI3KPhos]	Values[kPI3KDephos]	Values[_kAktPhos]	Values[kAktDephos]	Values[kTSC2Phos]	Values[_kTSC2Dephos]	Values[_kmTORC1cytToLys]	Values[_kmTORC1LysToCyt]	Values[_kmTORC1Phos]	Values[kmTORC1Dephos]	Values[_kPras40Phos]	Values[kPras40Dephos]	Values[_kFourEBP1Phos]	Values[kFourEBP1Dephos]	Values[_kS6KPhos]	Values[kS6KDephos]
0.74	9.28672	0.713263	2.00329e-05	9.93584	0.0641634	0.712603	9.2874	9.98816	0.0118384	9.99775	0.00225418	9.99775	0.00225418	9.74276	0.257241	0.0120771	9.31193	0.675989	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.75	9.27744	0.722543	2.16735e-05	9.93326	0.0667353	0.721839	9.27816	9.98752	0.0124799	9.99763	0.00237498	9.99763	0.00237498	9.73603	0.263972	0.0125526	9.30331	0.684142	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.76	9.26816	0.731814	2.34234e-05	9.93063	0.0693726	0.731063	9.26894	9.98685	0.0131467	9.9975	0.00250046	9.9975	0.00250046	9.72922	0.270782	0.0130397	9.2947	0.692265	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.77	9.2589	0.741076	2.52883e-05	9.92792	0.072076	0.740275	9.25972	9.98616	0.0138395	9.99737	0.00263075	9.99737	0.00263075	9.72233	0.27767	0.0135387	9.2861	0.70036	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.78	9.24964	0.750328	2.7274e-05	9.92515	0.0748462	0.749476	9.25052	9.98544	0.0145588	9.99723	0.00276594	9.99723	0.00276594	9.71536	0.284636	0.0140496	9.27752	0.708427	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.79	9.2404	0.759571	2.93865e-05	9.92232	0.0776837	0.758664	9.24134	9.98469	0.0153053	9.99709	0.00290617	9.99709	0.00290617	9.70832	0.29168	0.0145725	9.26896	0.716465	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.8	9.23116	0.768805	3.16322e-05	9.91941	0.0805894	0.76784	9.23216	9.98392	0.0160797	9.99695	0.00305153	9.99695	0.00305153	9.7012	0.298801	0.0151076	9.26042	0.724474	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.81	9.22194	0.778029	3.40175e-05	9.91644	0.0835637	0.777005	9.223	9.98312	0.0168826	9.9968	0.00320216	9.9968	0.00320216	9.694	0.305999	0.0156549	9.25189	0.732454	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.82	9.21272	0.787243	3.65492e-05	9.91339	0.0866073	0.786157	9.21384	9.98229	0.0177146	9.99664	0.00335817	9.99664	0.00335817	9.68673	0.313274	0.0162146	9.24338	0.740406	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.83	9.20351	0.796449	3.92342e-05	9.91028	0.0897208	0.795296	9.2047	9.98142	0.0185764	9.99648	0.00351967	9.99648	0.00351967	9.67938	0.320624	0.0167867	9.23488	0.748328	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.84	9.19431	0.805645	4.20797e-05	9.9071	0.0929049	0.804423	9.19558	9.98053	0.0194687	9.99631	0.00368678	9.99631	0.00368678	9.67195	0.328051	0.0173713	9.22641	0.756222	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.85	9.18512	0.814832	4.5093e-05	9.90384	0.0961601	0.813538	9.18646	9.97961	0.0203922	9.99614	0.00385963	9.99614	0.00385963	9.66445	0.335552	0.0179686	9.21794	0.764087	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.86	9.17594	0.824009	4.8282e-05	9.90051	0.0994871	0.82264	9.17736	9.97865	0.0213475	9.99596	0.00403834	9.99596	0.00403834	9.65687	0.343129	0.0185786	9.2095	0.771923	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.87	9.16677	0.833177	5.16544e-05	9.89711	0.102886	0.831729	9.16827	9.97766	0.0223352	9.99578	0.00422302	9.99578	0.00422302	9.64922	0.350781	0.0192015	9.20107	0.779729	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.88	9.15761	0.842335	5.52185e-05	9.89364	0.106358	0.840805	9.1592	9.97664	0.0233561	9.99559	0.0044138	9.99559	0.0044138	9.64149	0.358506	0.0198373	9.19266	0.787507	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.89	9.14846	0.851485	5.89826e-05	9.8901	0.109904	0.849868	9.15013	9.97559	0.0244109	9.99539	0.0046108	9.99539	0.0046108	9.63369	0.366306	0.0204861	9.18426	0.795255	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.9	9.13931	0.860624	6.29555e-05	9.88648	0.113524	0.858918	9.14108	9.9745	0.0255003	9.99519	0.00481415	9.99519	0.00481415	9.62582	0.37418	0.0211481	9.17588	0.802974	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.91	9.13018	0.869755	6.71461e-05	9.88278	0.117218	0.867955	9.13204	9.97338	0.0266249	9.99498	0.00502398	9.99498	0.00502398	9.61787	0.382126	0.0218233	9.16751	0.810663	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.92	9.12105	0.878876	7.15636e-05	9.87901	0.120987	0.876979	9.12302	9.97221	0.0277854	9.99476	0.00524039	9.99476	0.00524039	9.60985	0.390146	0.0225117	9.15916	0.818324	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.93	9.11194	0.887988	7.62175e-05	9.87517	0.124832	0.885989	9.11401	9.97102	0.0289825	9.99454	0.00546354	9.99454	0.00546354	9.60176	0.398237	0.0232136	9.15083	0.825955	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.94	9.10283	0.89709	8.11175e-05	9.87125	0.128753	0.894986	9.10501	9.96978	0.0302171	9.99431	0.00569353	9.99431	0.00569353	9.5936	0.406401	0.0239289	9.14251	0.833556	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.95	9.09373	0.906183	8.62739e-05	9.86725	0.132751	0.903969	9.09603	9.96851	0.0314896	9.99407	0.0059305	9.99407	0.0059305	9.58536	0.414637	0.0246578	9.13421	0.841129	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.96	9.08464	0.915267	9.16967e-05	9.86317	0.136826	0.912938	9.08706	9.9672	0.032801	9.99383	0.00617457	9.99383	0.00617457	9.57706	0.422944	0.0254003	9.12593	0.848671	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.97	9.07556	0.924341	9.73968e-05	9.85902	0.140979	0.921893	9.07811	9.96585	0.0341518	9.99357	0.00642588	9.99357	0.00642588	9.56868	0.431322	0.0261566	9.11766	0.856184	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.98	9.06649	0.933406	0.000103385	9.85479	0.145209	0.930834	9.06917	9.96446	0.0355429	9.99332	0.00668456	9.99332	0.00668456	9.56023	0.439771	0.0269267	9.10941	0.863668	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.99	9.05743	0.942462	0.000109673	9.85048	0.149519	0.939761	9.06024	9.96303	0.0369748	9.99305	0.00695073	9.99305	0.00695073	9.55171	0.44829	0.0277106	9.10117	0.871122	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1	9.04838	0.951508	0.000116271	9.84609	0.153907	0.948673	9.05133	9.96155	0.0384485	9.99278	0.00722453	9.99278	0.00722453	9.54312	0.456878	0.0285086	9.09295	0.878546	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.01	9.03933	0.960545	0.000123193	9.84162	0.158375	0.957571	9.04243	9.96004	0.0399645	9.99249	0.00750609	9.99249	0.00750609	9.53446	0.465537	0.0293205	9.08474	0.885941	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.02	9.0303	0.969572	0.000130449	9.83708	0.162923	0.966455	9.03355	9.95848	0.0415236	9.9922	0.00779553	9.9922	0.00779553	9.52574	0.474264	0.0301466	9.07655	0.893306	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.03	9.02127	0.97859	0.000138052	9.83245	0.167552	0.975324	9.02468	9.95687	0.0431266	9.99191	0.008093	9.99191	0.008093	9.51694	0.48306	0.0309869	9.06837	0.900641	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.04	9.01226	0.987599	0.000146016	9.82774	0.172261	0.984177	9.01582	9.95523	0.0447742	9.9916	0.00839863	9.9916	0.00839863	9.50808	0.491924	0.0318415	9.06021	0.907946	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.05	9.00325	0.996598	0.000154354	9.82295	0.177051	0.993016	9.00698	9.95353	0.0464671	9.99129	0.00871254	9.99129	0.00871254	9.49914	0.500856	0.0327104	9.05207	0.915222	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.06	8.99425	1.00559	0.000163078	9.81808	0.181923	1.00184	8.99816	9.95179	0.0482061	9.99097	0.00903489	9.99097	0.00903489	9.49014	0.509856	0.0335938	9.04394	0.922468	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.07	8.98526	1.01457	0.000172203	9.81312	0.186878	1.01065	8.98935	9.95001	0.0499919	9.99063	0.00936579	9.99063	0.00936579	9.48108	0.518923	0.0344916	9.03582	0.929684	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.08	8.97628	1.02354	0.000181743	9.80809	0.191914	1.01944	8.98056	9.94817	0.0518252	9.99029	0.00970539	9.99029	0.00970539	9.47194	0.528056	0.035404	9.02773	0.93687	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.09	8.96731	1.0325	0.000191712	9.80297	0.197033	1.02822	8.97178	9.94629	0.0537069	9.98995	0.0100538	9.98995	0.0100538	9.46274	0.537256	0.036331	9.01964	0.944026	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.1	8.95834	1.04145	0.000202126	9.79776	0.202236	1.03698	8.96302	9.94436	0.0556376	9.98959	0.0104112	9.98959	0.0104112	9.45348	0.546522	0.0372727	9.01158	0.951152	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.11	8.94939	1.0504	0.000212999	9.79248	0.207522	1.04572	8.95428	9.94238	0.0576181	9.98922	0.0107777	9.98922	0.0107777	9.44415	0.555854	0.0382291	9.00352	0.958249	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.12	8.94045	1.05933	0.000224347	9.78711	0.212892	1.05445	8.94555	9.94035	0.0596491	9.98885	0.0111535	9.98885	0.0111535	9.43475	0.56525	0.0392004	8.99548	0.965315	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.13	8.93151	1.06825	0.000236186	9.78165	0.218346	1.06317	8.93683	9.93827	0.0617314	9.98846	0.0115386	9.98846	0.0115386	9.42529	0.574712	0.0401865	8.98746	0.972352	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.14	8.92258	1.07717	0.000248532	9.77612	0.223884	1.07186	8.92814	9.93613	0.0638658	9.98807	0.0119332	9.98807	0.0119332	9.41576	0.584238	0.0411876	8.97945	0.979358	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.15	8.91367	1.08607	0.000261402	9.77049	0.229507	1.08054	8.91946	9.93395	0.0660531	9.98766	0.0123375	9.98766	0.0123375	9.40617	0.593828	0.0422036	8.97146	0.986335	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.16	8.90476	1.09497	0.000274814	9.76478	0.235216	1.08921	8.91079	9.93171	0.0682938	9.98725	0.0127516	9.98725	0.0127516	9.39652	0.603482	0.0432347	8.96348	0.993281	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.17	8.89586	1.10385	0.000288784	9.75899	0.241009	1.09785	8.90215	9.92941	0.0705889	9.98682	0.0131757	9.98682	0.0131757	9.3868	0.613199	0.0442809	8.95552	1.0002	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.18	8.88697	1.11273	0.00030333	9.75311	0.246889	1.10648	8.89352	9.92706	0.0729391	9.98639	0.0136098	9.98639	0.0136098	9.37702	0.622979	0.0453423	8.94757	1.00708	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.19	8.87808	1.1216	0.000318472	9.74715	0.252854	1.11509	8.88491	9.92465	0.075345	9.98595	0.0140541	9.98595	0.0140541	9.36718	0.632821	0.0464189	8.93964	1.01394	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.2	8.86921	1.13046	0.000334226	9.7411	0.258905	1.12369	8.87631	9.92219	0.0778076	9.98549	0.0145088	9.98549	0.0145088	9.35727	0.642725	0.0475108	8.93172	1.02077	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.21	8.86035	1.1393	0.000350613	9.73496	0.265043	1.13226	8.86774	9.91967	0.0803275	9.98503	0.014974	9.98503	0.014974	9.34731	0.652691	0.0486179	8.92382	1.02756	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.22	8.85149	1.14814	0.000367651	9.72873	0.271267	1.14082	8.85918	9.91709	0.0829055	9.98455	0.0154498	9.98455	0.0154498	9.33728	0.662719	0.0497405	8.91593	1.03433	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.23	8.84264	1.15697	0.000385361	9.72242	0.277578	1.14936	8.85064	9.91446	0.0855423	9.98406	0.0159364	9.98406	0.0159364	9.32719	0.672807	0.0508785	8.90806	1.04107	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.24	8.83381	1.16579	0.000403763	9.71602	0.283976	1.15788	8.84212	9.91176	0.0882387	9.98357	0.0164339	9.98357	0.0164339	9.31704	0.682956	0.0520319	8.9002	1.04777	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.25	8.82498	1.1746	0.000422878	9.70954	0.290461	1.16639	8.83361	9.909	0.0909955	9.98306	0.0169425	9.98306	0.0169425	9.30684	0.693164	0.0532008	8.89235	1.05445	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.26	8.81616	1.1834	0.000442726	9.70297	0.297034	1.17487	8.82513	9.90619	0.0938133	9.98254	0.0174623	9.98254	0.0174623	9.29657	0.703433	0.0543853	8.88452	1.0611	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.27	8.80735	1.19219	0.000463329	9.69631	0.303694	1.18334	8.81666	9.90331	0.096693	9.98201	0.0179934	9.98201	0.0179934	9.28624	0.71376	0.0555854	8.8767	1.06771	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.28	8.79854	1.20097	0.00048471	9.68956	0.310442	1.19179	8.80821	9.90036	0.0996353	9.98146	0.0185361	9.98146	0.0185361	9.27585	0.724147	0.0568011	8.8689	1.0743	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.29	8.78975	1.20974	0.00050689	9.68272	0.317278	1.20022	8.79978	9.89736	0.102641	9.98091	0.0190903	9.98091	0.0190903	9.26541	0.734592	0.0580324	8.86111	1.08085	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.3	8.78096	1.21851	0.000529892	9.6758	0.324202	1.20863	8.79137	9.89429	0.105711	9.98034	0.0196564	9.98034	0.0196564	9.2549	0.745095	0.0592795	8.85334	1.08738	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.31	8.77219	1.22726	0.000553741	9.66879	0.331214	1.21702	8.78298	9.89115	0.108845	9.97977	0.0202343	9.97977	0.0202343	9.24434	0.755656	0.0605424	8.84558	1.09388	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.32	8.76342	1.236	0.000578458	9.66169	0.338314	1.22539	8.77461	9.88795	0.112045	9.97918	0.0208243	9.97918	0.0208243	9.23373	0.766274	0.061821	8.83784	1.10034	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.33	8.75466	1.24473	0.00060407	9.6545	0.345502	1.23374	8.76626	9.88469	0.115312	9.97857	0.0214266	9.97857	0.0214266	9.22305	0.776949	0.0631154	8.83011	1.10678	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.34	8.74591	1.25346	0.000630599	9.64722	0.352779	1.24207	8.75793	9.88135	0.118645	9.97796	0.0220411	9.97796	0.0220411	9.21232	0.787681	0.0644257	8.82239	1.11318	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.35	8.73717	1.26217	0.000658072	9.63986	0.360144	1.25038	8.74962	9.87795	0.122047	9.97733	0.0226682	9.97733	0.0226682	9.20153	0.798468	0.0657519	8.81469	1.11956	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.36	8.72844	1.27087	0.000686514	9.6324	0.367598	1.25867	8.74133	9.87448	0.125517	9.97669	0.0233079	9.97669	0.0233079	9.19069	0.809311	0.067094	8.807	1.12591	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.37	8.71972	1.27957	0.000715951	9.62486	0.375141	1.26693	8.73307	9.87094	0.129056	9.97604	0.0239604	9.97604	0.0239604	9.17979	0.82021	0.068452	8.79933	1.13222	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.38	8.711	1.28825	0.000746409	9.61723	0.382772	1.27518	8.72482	9.86734	0.132665	9.97537	0.0246258	9.97537	0.0246258	9.16884	0.831163	0.069826	8.79167	1.13851	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.39	8.7023	1.29693	0.000777915	9.60951	0.390491	1.28341	8.71659	9.86366	0.136344	9.9747	0.0253043	9.9747	0.0253043	9.15783	0.842171	0.0712159	8.78402	1.14476	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.4	8.6936	1.30559	0.000810498	9.6017	0.3983	1.29161	8.70839	9.8599	0.140096	9.974	0.0259959	9.974	0.0259959	9.14677	0.853233	0.0726219	8.77639	1.15099	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.41	8.68491	1.31425	0.000844184	9.5938	0.406197	1.29979	8.70021	9.85608	0.143919	9.9733	0.026701	9.9733	0.026701	9.13565	0.864348	0.074044	8.76877	1.15719	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.42	8.67623	1.32289	0.000879002	9.58582	0.414182	1.30796	8.69204	9.85218	0.147815	9.97258	0.0274195	9.97258	0.0274195	9.12448	0.875517	0.0754821	8.76116	1.16335	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.43	8.66756	1.33153	0.000914982	9.57774	0.422256	1.31609	8.68391	9.84822	0.151785	9.97185	0.0281517	9.97185	0.0281517	9.11326	0.886738	0.0769362	8.75357	1.16949	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.44	8.6589	1.34015	0.000952152	9.56958	0.430419	1.32421	8.67579	9.84417	0.155829	9.9711	0.0288977	9.9711	0.0288977	9.10199	0.898012	0.0784065	8.746	1.1756	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.45	8.65024	1.34877	0.000990542	9.56133	0.438671	1.33231	8.66769	9.84005	0.159948	9.97034	0.0296575	9.97034	0.0296575	9.09066	0.909338	0.0798929	8.73843	1.18167	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.46	8.6416	1.35737	0.00103018	9.55299	0.44701	1.34038	8.65962	9.83586	0.164142	9.96957	0.0304315	9.96957	0.0304315	9.07928	0.920716	0.0813954	8.73088	1.18772	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.47	8.63296	1.36597	0.00107111	9.54456	0.455439	1.34843	8.65157	9.83159	0.168413	9.96878	0.0312197	9.96878	0.0312197	9.06786	0.932145	0.0829141	8.72335	1.19374	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1.48	8.62434	1.37455	0.00111334	9.53604	0.463955	1.35645	8.64355	9.82724	0.172761	9.96798	0.0320222	9.96798	0.0320222	9.05638	0.943624	0.084449	8.71582	1.19973	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
